Token 	Tags Validés
miran 	 ADJ 
, 	 PUN 
zagonetno 	 ADV 
ćutljiv 	 ADJ 
, 	 PUN 
zatim 	 ADV 
bi 	 VER:AUX 
odjednom 	 ADV 
, 	 PUN 
bez 	 PRP 
ikakvog 	 ADJ:IND 
stvarnog 	 ADJ 
povoda 	 NOM:com 
, 	 PUN 
počeo 	 VER 
da 	 KON:SUB 
urla 	 VER 
zverski 	ADV
i 	 KON:COOR 
da 	 KON:SUB 
zamahuje 	 VER 
štapom 	 NOM:com 
po 	 PRP 
staklariji 	 NOM:com 
. 	 SENT 
 	  
Jer 	 KON:SUB 
on 	 PRO:PER 
bi 	 VER:AUX 
se 	 PRO:REF 
u 	 PRP 
proleće 	 NOM:com 
budio 	 VER 
iz 	 PRP 
svoje 	 ADJ:POS 
letargije 	 NOM:com 
, 	 PUN 
prenuo 	 VER 
bi 	 VER:AUX 
se 	 PRO:REF 
iz 	 PRP 
razmišljanja 	 NOM:com 
, 	 PUN 
okanio 	 VER 
bi 	 VER:AUX 
se 	 PRO:REF 
na 	 PRP 
neko 	 ADJ:IND 
vreme 	 NOM:com 
svog 	 ADJ:POS 
prokletog 	 ADJ 
rukopisa 	 NOM:com 
i 	 KON:COOR 
dolazio 	 VER 
u 	 PRP 
stanje 	 NOM:com 
svoje 	 ADJ:POS 
prirodne 	 ADJ 
razdraženosti 	 NOM:com 
, 	 PUN 
one 	 ADJ:DEM 
čudne 	 ADJ 
razdraženosti 	 NOM:com 
i 	 KON:COOR 
pobune 	 NOM:com 
protiv 	 PRP 
sveta 	 NOM:com 
i 	 KON:COOR 
pojava 	 NOM:com 
koja 	 PRO:REL 
je 	 VER:AUX 
u 	 PRP 
suštini 	 NOM:com 
bila 	 VER 
njegova 	 ADJ:POS 
prava 	 ADJ 
priroda 	 NOM:com 
. 	 SENT 
 	  
Tako 	 ADV 
mučno 	 ADV 
ugušivan 	ADJ
s 	 PRP 
jeseni 	 NOM:com 
i 	 KON:COOR 
zimi 	ADV
, 	 PUN 
leti 	ADV
već 	 ADV 
umrtvljen 	 ADJ 
, 	 PUN 
u 	 PRP 
proleće 	 NOM:com 
bi 	 VER:AUX 
se 	 PRO:REF 
budio 	 VER 
u 	 PRP 
njemu 	 PRO:PER 
njegov 	 ADJ:POS 
egoizam 	 NOM:com 
, 	 PUN 
njegov 	 ADJ:POS 
nedovoljno 	 ADV 
definisani 	 ADJ 
revolt 	 NOM:com 
protiv 	 PRP 
ustrojstva 	 NOM:com 
sveta 	 NOM:com 
i 	 KON:COOR 
ljudi 	 NOM:com 
, 	 PUN 
i 	 KON:COOR 
ta 	 ADJ:DEM 
bi 	 VER:AUX 
ga 	 PRO:PER 
pobuna 	 NOM:com 
, 	 PUN 
taj 	 ADJ:DEM 
višak 	 NOM:com 
snage 	 NOM:com 
, 	 PUN 
ta 	 ADJ:DEM 
uzrujanost 	 NOM:com 
misli 	 NOM:com 
i 	 KON:COOR 
krvi 	 NOM:com 
vraćali 	 VER 
ponovo 	 ADV 
u 	 PRP 
život 	 NOM:com 
. 	 SENT 
 	  
To 	 PRO:DEM 
je 	 VER:AUX 
bila 	 VER 
jedna 	 ADJ:IND 
nezdrava 	 ADJ 
ekstaza 	 NOM:com 
, 	 PUN 
opijenost 	 NOM:com 
suncem 	 NOM:com 
i 	 KON:COOR 
alkoholom 	 NOM:com 
, 	 PUN 
saznanje 	 NOM:com 
o 	 PRP 
tom 	 ADJ:DEM 
svudaprisutnom 	 ADJ 
bujanju 	 NOM:com 
koje 	 PRO:REL 
ga 	 PRO:PER 
je 	 VER:AUX 
samo 	 ADV 
još 	 ADV 
više 	 ADV:KOM 
dražilo 	 VER 
, 	 PUN 
a 	 KON:COOR 
egoizam 	 NOM:com 
mog 	 ADJ:POS 
oca 	 NOM:com 
bio 	 VER 
je 	 VER:AUX 
zapravo 	 ADV 
samo 	 ADV 
deo 	 NOM:com 
njegovog 	 ADJ:POS 
Weltanschauunga 	STR
, 	 PUN 
njegovog 	 ADJ:POS 
panteizma 	 NOM:com 
. 	 SENT 
 	  
To 	 PRO:DEM 
je 	 VER:AUX 
bio 	 VER 
egoizam 	 NOM:com 
bez 	 PRP 
granica 	 NOM:com 
. 	 SENT 
 	  
U 	 PRP 
tom 	 ADJ:DEM 
panegoizmu 	 NOM:com 
sve 	 PRO:IND 
je 	 VER:AUX 
bilo 	VER:AUX
potčinjeno 	VER
, 	 PUN 
sve 	 PRO:IND 
je 	 VER:AUX 
trebalo 	 VER 
da 	 KON:SUB 
bude 	VER:AUX
potčinjeno 	VER
njemu 	 PRO:PER 
, 	 PUN 
kao 	 KON:SUB 
ličnostima 	 NOM:com 
starozavetnih 	 ADJ 
uzurpatora 	 NOM:com 
. 	 SENT 
 	  
I 	 KON:COOR 
tako 	 ADV 
, 	 PUN 
dok 	 KON:SUB 
je 	 VER:AUX 
priroda 	 NOM:com 
u 	 PRP 
svom 	 ADJ:POS 
bujanju 	 NOM:com 
, 	 PUN 
s 	 PRP 
proleća 	 NOM:com 
, 	 PUN 
pokazivala 	 VER 
narcisoidno 	 ADV 
registar 	 NOM:com 
svojih 	 ADJ:POS 
moći 	 NOM:com 
i 	 KON:COOR 
svojih 	 ADJ:POS 
energija 	 NOM:com 
, 	 PUN 
moj 	 ADJ:POS 
otac 	 NOM:com 
je 	 VER 
u 	 PRP 
još 	 ADV 
većem 	 ADJ:KOM 
stepenu 	 NOM:com 
osećao 	 VER 
težinu 	 NOM:com 
nepravde 	 NOM:com 
koju 	 PRO:REL 
su 	 VER:AUX 
mu 	 PRO:PER 
naneli 	 VER 
Bog 	 NOM:com 
i 	 KON:COOR 
ljudi 	 NOM:com 
podjednako 	 ADV 
. 	 SENT 
 	  
Stoga 	 ADV 
je 	VER:AUX
njegov 	 ADJ:POS 
metafizički 	 ADJ 
revolt 	 NOM:com 
, 	 PUN 
taj 	 ADJ:DEM 
zakasneli 	 NOM:com 
, 	 PUN 
nakazni 	 ADJ 
izdanak 	 NOM:com 
njegove 	 ADJ:POS 
propale 	ADJ
mladosti 	 NOM:com 
, 	 PUN 
cvetao 	 VER 
u 	 PRP 
proleće 	 NOM:com 
još 	 ADV 
većom 	 ADJ:KOM 
snagom 	 NOM:com 
, 	 PUN 
bujao 	 VER 
je 	 VER:AUX 
vulkanski 	ADV
, 	 PUN 
kao 	 KON:SUB 
čir 	 NOM:com 
. 	 SENT 
 	  
Svesni 	 ADJ 
opasnosti 	 NOM:com 
koja 	 PRO:REL 
nam 	 PRO:PER 
preti 	 VER 
zbog 	 PRP 
očevog 	 ADJ 
mesijanskog 	 ADJ 
reda 	 NOM:com 
vožnje 	 NOM:com 
, 	 PUN 
koji 	 PRO:REL 
je 	 VER:AUX 
bio 	VER:AUX
stavljen 	 VER 
na 	 PRP 
indeks 	 NOM:com 
novog 	 ADJ 
poretka 	 NOM:com 
( 	 PUN 
zbog 	 PRP 
slobodoumnih 	 ADJ 
i 	 KON:COOR 
revolucionarnih 	 ADJ 
ideja 	 NOM:com 
koje 	 PRO:REL 
sadrži 	 VER 
) 	 PUN 
, 	 PUN 
morali 	 VER 
smo 	 VER:AUX 
da 	 KON:SUB 
se 	 PRO:REF 
sklonimo 	 VER 
iz 	 PRP 
ulice 	 NOM:com 
divljih 	 ADJ 
kestenova 	 NOM:com 
. 	 SENT 
 	  
Odselili 	 VER 
smo 	 VER:AUX 
se 	 PRO:REF 
u 	 PRP 
jednu 	 ADJ:IND 
nisku 	 ADJ 
kućicu 	 NOM:com 
u 	 PRP 
najbednijem 	 ADJ:SUP 
kraju 	 NOM:com 
grada 	 NOM:com 
, 	 PUN 
zapravo 	 ADV 
u 	 PRP 
jedno 	 ADJ:IND 
divlje 	 ADJ 
naselje 	 NOM:com 
puno 	 ADJ 
Cigana 	 NOM:NAM 
, 	 PUN 
skitnica 	 NOM:com 
i 	 KON:COOR 
lumpenproletera 	 NOM:com 
, 	 PUN 
kako 	 KON:SUB 
ih 	 PRO:PER 
je 	 VER:AUX 
nazivao 	 VER 
moj 	 ADJ:POS 
otac 	 NOM:com 
. 	 SENT 
 	  
Na 	 PRP 
desetak 	 NOM:approx 
koraka 	 NOM:com 
ispred 	 PRP 
kuće 	 NOM:com 
pružao 	 VER 
se 	 PRO:REF 
železnički 	 ADJ 
nasip 	 NOM:com 
kojim 	 PRO:REL 
su 	 VER:AUX 
tutnjali 	 VER 
vozovi 	 NOM:com 
, 	 PUN 
a 	 KON:COOR 
kuća 	 NOM:com 
se 	 PRO:REF 
svaki 	 ADJ:IND 
čas 	 NOM:com 
tresla 	 VER 
iz 	 PRP 
temelja 	 NOM:com 
. 	 SENT 
 	  
To 	 PRO:DEM 
nas 	 PRO:PER 
je 	VER:AUX
u 	 PRP 
početku 	 NOM:com 
držalo 	 VER 
u 	 PRP 
stalnoj 	 ADJ 
napetosti 	 NOM:com 
, 	 PUN 
hvatali 	 VER 
smo 	 VER:AUX 
se 	 PRO:REF 
za 	 PRP 
glavu 	 NOM:com 
i 	 KON:COOR 
zavlačili 	 VER 
se 	 PRO:REF 
pod 	 PRP 
perine 	 NOM:com 
, 	 PUN 
na 	 PRP 
granici 	 NOM:com 
živčanog 	 ADJ 
sloma 	 NOM:com 
. 	 SENT 
 	  
Tutanj 	NOM:com
voza 	 NOM:com 
presecao 	 VER 
nam 	 PRO:PER 
je 	 VER:AUX 
reči 	 NOM:com 
i 	 KON:COOR 
pretvarao 	 VER 
naše 	 ADJ:POS 
najbezazlenije 	 ADJ:SUP 
razgovore 	 NOM:com 
u 	 PRP 
žučne 	 ADJ 
svađe 	 NOM:com 
, 	 PUN 
pa 	 KON:COOR 
smo 	 VER:AUX 
dizali 	 VER 
glas 	 NOM:com 
do 	 PRP 
urlika 	 NOM:com 
, 	 PUN 
nemoćni 	 ADJ 
da 	 KON:SUB 
se 	 PRO:REF 
sporazumemo 	 VER 
, 	 PUN 
mlatarali 	 VER 
smo 	 VER:AUX 
rukama 	 NOM:com 
jedno 	 PRO:NUM 
drugom 	 PRO:NUM 
ispred 	 PRP 
očiju 	 NOM:com 
, 	 PUN 
vratnih 	 ADJ 
žila 	NOM:com
opasno 	 ADV 
nabreklih 	 ADJ 
. 	 SENT 
 	  
Moralo 	 VER 
je 	 VER:AUX 
da 	 KON:SUB 
prođe 	 VER 
mnogo 	 ADV 
vremena 	 NOM:com 
dok 	 KON:SUB 
smo 	 VER:AUX 
otkrili 	 VER 
neke 	 ADJ:IND 
akustičke 	 ADJ 
zakone 	 NOM:com 
koji 	 PRO:REL 
su 	 VER:AUX 
nas 	 PRO:PER 
spasli 	 VER 
potpune 	 ADJ 
neuravnoteženosti 	 NOM:com 
i 	 KON:COOR 
pomoću 	 PRP 
kojih 	 PRO:REL 
smo 	 VER:AUX 
uspeli 	 VER 
da 	 KON:SUB 
se 	 PRO:REF 
vratimo 	 VER 
u 	 PRP 
svoj 	 ADJ:POS 
relativni 	 ADJ 
mir 	 NOM:com 
: 	 PUN 
u 	 PRP 
trenutku 	 NOM:com 
kada 	 ADV:REL 
je 	 VER:AUX 
prolazio 	 VER 
voz 	 NOM:com 
, 	 PUN 
spuštali 	 VER 
smo 	 VER:AUX 
glas 	 NOM:com 
za 	 PRP 
kvintu 	 NOM:com 
- 	 PUN 
dve 	 NUM:CAR 
niže 	 NOM:com 
i 	 KON:COOR 
govorili 	 VER 
smo 	 VER:AUX 
iz 	 PRP 
intonacije 	 NOM:com 
sasvim 	 ADV 
različite 	 ADJ 
od 	 PRP 
one 	 PRO:DEM 
koju 	 PRO:REL 
nam 	 PRO:PER 
je 	 VER:AUX 
nametao 	 VER 
zvuk 	 NOM:com 
voza 	 NOM:com 
i 	 KON:COOR 
koja 	 PRO:REL 
nas 	 PRO:PER 
je 	 VER:AUX 
sve 	 PRO:IND 
dotle 	 ADV 
dovodila 	 VER 
u 	 PRP 
zabunu 	 NOM:com 
. 	 SENT 
 	  
Sada 	 ADV 
smo 	 VER:AUX 
, 	 PUN 
velim 	 VER 
, 	 PUN 
govorili 	 VER 
kao 	 KON:SUB 
iz 	 PRP 
trbuha 	 NOM:com 
, 	 PUN 
saginjući 	 VER 
glave 	 NOM:com 
i 	 KON:COOR 
praveći 	 VER 
sebi 	 PRO:PER 
podvoljke 	 NOM:com 
. 	 SENT 
 	  
Moj 	 ADJ:POS 
otac 	 NOM:com 
je 	VER:AUX
u 	 PRP 
to 	 ADJ:DEM 
vreme 	 NOM:com 
radio 	 VER 
na 	 PRP 
raščišćavanju 	 NOM:com 
ruševina 	 NOM:com 
, 	 PUN 
jer 	 KON:SUB 
žandari 	 NOM:com 
su 	 VER:AUX 
konačno 	 ADV 
otkrili 	 VER 
njegovo 	 ADJ:POS 
boravište 	 NOM:com 
. 	 SENT 
 	  
On 	 PRO:PER 
je 	 VER:AUX 
, 	 PUN 
međutim 	 PAR 
, 	 PUN 
bio 	 VER:AUX 
uložio 	 VER 
jedan 	 ADJ:IND 
oštar 	 ADJ 
protest 	 NOM:com 
, 	 PUN 
obrazlažući 	 VER 
na 	 PRP 
nekih 	 ADJ:IND 
desetak 	 NOM:approx 
strana 	 NOM:com 
sitnog 	 ADJ 
rukopisa 	 NOM:com 
svoje 	 ADJ:POS 
zdravstvene 	 ADJ 
indispozicije 	 NOM:com 
, 	 PUN 
dobro 	 ADV 
dokumentovane 	 ADJ 
izjavama 	 NOM:com 
svedoka 	 NOM:com 
i 	 KON:COOR 
otpusnicama 	 NOM:com 
sa 	 PRP 
nervnih 	 ADJ 
klinika 	 NOM:com 
. 	 SENT 
 	  
Snaga 	 NOM:com 
njegovih 	 ADJ:POS 
argumenata 	 NOM:com 
bila 	 VER 
je 	 VER:AUX 
neoboriva 	 ADJ 
, 	 PUN 
naročito 	 ADV 
kada 	 KON:SUB 
se 	 PRO:REF 
uzme 	 VER 
u 	 PRP 
obzir 	 NOM:com 
, 	 PUN 
pored 	 PRP 
svih 	 ADJ:IND 
realnih 	 ADJ 
činjenica 	 NOM:com 
, 	 PUN 
još 	 ADV 
i 	 KON:COOR 
njegov 	 ADJ:POS 
polemički 	 ADJ 
ton 	 NOM:com 
i 	 KON:COOR 
njegov 	 ADJ:POS 
briljantni 	 ADJ 
stil 	 NOM:com 
. 	 SENT 
 	  
« 	 PUN:cit 
Napominjem 	 NOM:com 
Poštovanom 	 ADJ 
Komesarijatu 	NOM:com
» 	 PUN:cit 
, 	 PUN 
pisalo 	 VER 
je 	 VER:AUX 
u 	 PRP 
toj 	 ADJ:DEM 
žalbi 	 NOM:com 
, 	 PUN 
« 	 PUN:cit 
u 	 PRP 
vezi 	 NOM:com 
tačke 	 NOM:com 
A 	 KON:COOR 
- 	 PUN 
dva 	 NUM:CAR 
, 	 PUN 
u 	 PRP 
kojoj 	 PRO:REL 
sam 	 VER:AUX 
imao 	 VER 
smelosti 	 NOM:com 
da 	 KON:SUB 
navedem 	 VER 
uzročnike 	 NOM:com 
svoje 	 ADJ:POS 
potpune 	 ADJ 
zdravstvene 	 ADJ 
indispozicije 	 NOM:com 
, 	 PUN 
i 	 KON:COOR 
da 	 KON:SUB 
dokažem 	 VER 
, 	 PUN 
iako 	 KON:SUB 
vrlo 	 ADV 
razborito 	 VER 
, 	 PUN 
svoju 	 ADJ:POS 
nenormalnost 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
i 	 KON:COOR 
svoju 	 ADJ:POS 
potpunu 	 ADJ 
moralnu 	 ADJ 
i 	 KON:COOR 
fizičku 	 ADJ 
ništavnost 	 NOM:com 
, 	 PUN 
ništavnost 	 NOM:com 
jednog 	 ADJ:IND 
neurotika 	 NOM:com 
i 	 KON:COOR 
alkoholičara 	 NOM:com 
, 	 PUN 
nesposobnog 	 ADJ 
jednako 	 ADV 
da 	 KON:SUB 
se 	 PRO:REF 
brine 	 VER 
za 	 PRP 
svoju 	 ADJ:POS 
porodicu 	 NOM:com 
i 	 KON:COOR 
za 	 PRP 
sebe 	 PRO:PER 
sama 	 ADJ 
, 	 PUN 
napominjem 	 VER 
, 	 PUN 
dakle 	 PAR 
, 	 PUN 
a 	 KON:COOR 
u 	 PRP 
prilog 	 NOM:com 
što 	 PRO:REL 
konkretnijeg 	 ADJ:KOM 
poznavanja 	 NOM:com 
stvari 	 NOM:com 
, 	 PUN 
mada 	 KON:SUB 
je 	 VER:AUX 
svaka 	 PRO:IND 
od 	 PRP 
navedenih 	 ADJ 
stvari 	 NOM:com 
sama 	 ADJ 
po 	 PRP 
sebi 	 PRO:PER 
već 	 ADV 
i 	 KON:COOR 
fizička 	 ADJ 
amputacija 	 NOM:com 
, 	 PUN 
da 	 KON:SUB 
sam 	 VER:AUX 
još 	 ADV 
i 	 KON:COOR 
dustabanaš 	NOM:com
, 	 PUN 
o 	 PRP 
čemu 	 PRO:REL 
takođe 	 PAR 
prilažem 	 VER 
potvrdu 	 NOM:com 
, 	 PUN 
izdatu 	ADJ
od 	 PRP 
strane 	 NOM:com 
regrutne 	 ADJ 
komisije 	 NOM:com 
u 	 PRP 
Zalaegersegu 	 NOM:NAM 
, 	 PUN 
kojom 	 PRO:REL 
se 	 PRO:REF 
, 	 PUN 
kao 	 KON:SUB 
100 	 NUM 
% 	PUN
dustabanaš 	NOM:com
, 	 PUN 
oslobađam 	 VER 
vojne 	 ADJ 
službe 	 NOM:com 
. 	 SENT 
 	  
. 	 SENT 
 	  
. 	 SENT 
 	  
» 	 PUN:cit 
Bilo 	VER:AUX
je 	 VER:AUX 
već 	 ADV 
prošlo 	 VER 
više 	 ADV:KOM 
od 	 PRP 
dvadeset 	 NUM:CAR 
dana 	 NOM:com 
a 	 KON:COOR 
moj 	 ADJ:POS 
otac 	 NOM:com 
nije 	 VER:AUX 
dobio 	 VER 
odgovor 	 NOM:com 
. 	 SENT 
 	  
Razlozi 	 NOM:com 
su 	 VER:AUX 
bili 	 VER 
jasni 	 ADJ 
. 	 SENT 
 	  
Umesto 	 PRP 
da 	 KON:SUB 
se 	 PRO:REF 
odrekne 	 VER 
javno 	 ADV 
, 	 PUN 
makar 	 PAR 
samo 	 ADV 
formalno 	 ADV 
, 	 PUN 
svog 	 ADJ:POS 
proskribovanog 	 ADJ 
dela 	 NOM:com 
, 	 PUN 
on 	 PRO:PER 
je 	 VER:AUX 
naveo 	 VER 
kao 	 KON:SUB 
razlog 	 NOM:com 
svoje 	 ADJ:POS 
indispozicije 	 NOM:com 
alkohol 	 NOM:com 
i 	 KON:COOR 
ludilo 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
i 	 KON:COOR 
komični 	 ADJ 
pretekst 	 NOM:com 
svojih 	 ADJ:POS 
ravnih 	 ADJ 
tabana 	 NOM:com 
. 	 SENT 
 	  
. 	 SENT 
 	  
. 	 SENT 
 	  
Dolazio 	 VER 
je 	 VER:AUX 
uveče 	 ADV 
, 	 PUN 
užasno 	 ADV 
izmučen 	 ADJ 
, 	 PUN 
s 	 PRP 
krvavim 	 ADJ 
žuljevima 	 NOM:com 
na 	 PRP 
rukama 	 NOM:com 
, 	 PUN 
i 	 KON:COOR 
padao 	 VER 
bi 	 VER:AUX 
u 	 PRP 
krevet 	 NOM:com 
bez 	 PRP 
reči 	 NOM:com 
. 	 SENT 
 	  
Nije 	 VER:AUX 
imao 	 VER 
ni 	 KON:COOR 
toliko 	 ADV 
snage 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
još 	 ADV 
nedavno 	 ADV 
, 	 PUN 
da 	 KON:SUB 
nešto 	 PRO:IND 
razbije 	 VER 
svojim 	 ADJ:POS 
štapom 	 NOM:com 
. 	 SENT 
 	  
Bio 	VER:AUX
je 	 VER:AUX 
potpuno 	 ADV 
razoružan 	VER
. 	 SENT 
 	  
Na 	 PRP 
rad 	 NOM:com 
je 	 VER:AUX 
morao 	 VER 
da 	 KON:SUB 
ide 	 VER 
bez 	 PRP 
štapa 	 NOM:com 
, 	 PUN 
a 	 KON:COOR 
vraćao 	 VER 
se 	 PRO:REF 
poluslep 	 ADJ 
od 	 PRP 
prašine 	 NOM:com 
koja 	 PRO:REL 
se 	 PRO:REF 
nahvatala 	 VER 
na 	 PRP 
staklu 	 NOM:com 
njegovih 	 ADJ:POS 
naočara 	 NOM:com 
, 	 PUN 
koje 	 PRO:REL 
mu 	 PRO:PER 
strogi 	 ADJ 
i 	 KON:COOR 
okrutni 	 ADJ 
stražari 	 NOM:com 
nisu 	 VER:AUX 
dali 	 VER 
da 	 KON:SUB 
obriše 	 VER 
. 	 SENT 
 	  
Već 	 ADV 
smo 	 VER:AUX 
se 	 PRO:REF 
bili 	 VER:AUX 
toliko 	 ADV 
privikli 	 VER 
na 	 PRP 
vozove 	 NOM:com 
da 	 KON:SUB 
smo 	 VER:AUX 
vreme 	 NOM:com 
počeli 	 VER 
da 	 KON:SUB 
merimo 	 VER 
redom 	 NOM:com 
vožnje 	 NOM:com 
, 	 PUN 
tim 	 ADJ:DEM 
golemim 	 ADJ 
budilnikom 	 NOM:com 
punim 	 ADJ 
hirova 	 NOM:com 
. 	 SENT 
 	  
Noću 	 ADV 
, 	 PUN 
u 	 PRP 
polusnu 	 NOM:com 
, 	 PUN 
odjednom 	 ADV 
bismo 	 VER:AUX 
začuli 	 VER 
kristalni 	 ADJ 
pijanisimo 	NOM:com
staklarije 	 NOM:com 
u 	 PRP 
vitrinama 	 NOM:com 
, 	 PUN 
zatim 	 ADV 
bi 	 VER:AUX 
kuća 	 NOM:com 
počela 	 VER 
da 	 KON:SUB 
se 	 PRO:REF 
trese 	 VER 
, 	 PUN 
a 	 KON:COOR 
voz 	 NOM:com 
bi 	 VER:AUX 
iseckao 	 VER 
našu 	 ADJ:POS 
sobu 	 NOM:com 
velikim 	 ADJ 
svetlim 	 ADJ 
kvadratima 	 NOM:com 
svojih 	 ADJ:POS 
prozora 	 NOM:com 
koji 	 PRO:REL 
su 	 VER:AUX 
se 	 PRO:REF 
besomučno 	 ADV 
prestizali 	 VER 
. 	 SENT 
 	  
To 	 PRO:DEM 
je 	VER:AUX
još 	 ADV 
samo 	 ADV 
više 	 ADV:KOM 
pothranjivalo 	 VER 
našu 	 ADJ:POS 
čežnju 	 NOM:com 
za 	 PRP 
daljinom 	 NOM:com 
, 	 PUN 
našu 	 ADJ:POS 
iluziju 	 NOM:com 
o 	 PRP 
bekstvu 	 NOM:com 
. 	 SENT 
 	  
Jer 	 KON:SUB 
te 	 ADJ:DEM 
godine 	 NOM:com 
provedene 	ADJ
kraj 	 PRP 
železničkog 	 ADJ 
nasipa 	 NOM:com 
, 	 PUN 
u 	 PRP 
vreme 	 NOM:com 
potpunog 	 ADJ 
poraza 	 NOM:com 
mog 	 ADJ:POS 
oca 	 NOM:com 
, 	 PUN 
daljina 	 NOM:com 
je 	 VER:AUX 
značila 	 VER 
za 	 PRP 
nas 	 PRO:PER 
ne 	 PAR 
samo 	 ADV 
daleki 	 ADJ 
lirski 	 ADJ 
sjaj 	 NOM:com 
nego 	 KON:SUB 
još 	 ADV 
i 	 KON:COOR 
katartičnu 	 ADJ 
, 	 PUN 
vrlo 	 ADV 
utilitarnu 	 ADJ 
misao 	 NOM:com 
o 	 PRP 
bekstvu 	 NOM:com 
, 	 PUN 
spas 	 NOM:com 
od 	 PRP 
straha 	 NOM:com 
i 	 KON:COOR 
od 	 PRP 
gladi 	 NOM:com 
. 	 SENT 
 	  
A 	 KON:COOR 
misao 	 NOM:com 
o 	 PRP 
bekstvu 	 NOM:com 
samo 	 ADV 
je 	VER:AUX
još 	 ADV 
više 	 ADV:KOM 
povećavala 	 VER 
našu 	 ADJ:POS 
vrtoglavicu 	 NOM:com 
: 	 PUN 
počeli 	 VER 
smo 	 VER:AUX 
da 	 KON:SUB 
živimo 	 VER 
u 	 PRP 
našoj 	 ADJ:POS 
sobi 	 NOM:com 
kao 	 KON:SUB 
u 	 PRP 
kupeu 	 NOM:com 
voza 	 NOM:com 
. 	 SENT 
 	  
Ideja 	 NOM:com 
je 	 VER:AUX 
, 	 PUN 
naravno 	 PAR 
, 	 PUN 
potekla 	 VER 
od 	 PRP 
mog 	 ADJ:POS 
oca 	 NOM:com 
. 	 SENT 
 	  
Stvari 	 NOM:com 
smo 	 VER:AUX 
držali 	 VER 
spakovane 	ADJ
u 	 PRP 
koferima 	 NOM:com 
, 	 PUN 
a 	 KON:COOR 
čaj 	 NOM:com 
smo 	 VER:AUX 
pili 	 VER 
iz 	 PRP 
termosa 	 NOM:com 
. 	 SENT 
 	  
Po 	 PRP 
ceo 	 ADJ 
dan 	 NOM:com 
smo 	 VER:AUX 
, 	 PUN 
u 	 PRP 
očevom 	 ADJ 
odsustvu 	 NOM:com 
, 	 PUN 
dremali 	 VER 
jedno 	 PRO:NUM 
kraj 	 PRP 
drugog 	 PRO:NUM 
iza 	 PRP 
spuštenih 	 ADJ 
zavesa 	 NOM:com 
, 	 PUN 
zavijeni 	 VER 
u 	 PRP 
ćebad 	 NOM:col 
, 	 PUN 
kao 	 KON:SUB 
na 	 PRP 
putovanju 	 NOM:com 
. 	 SENT 
 	  
Pod 	 PRP 
udarom 	 NOM:com 
svih 	 ADJ:IND 
tih 	 ADJ:DEM 
zbivanja 	 NOM:com 
, 	 PUN 
od 	 PRP 
kojih 	 PRO:REL 
je 	 VER:AUX 
do 	 PRP 
mene 	 PRO:PER 
dopirala 	 VER 
samo 	 ADV 
neka 	 ADJ:IND 
eterična 	 ADJ 
izmaglica 	 NOM:com 
, 	 PUN 
jer 	 KON:SUB 
je 	 VER:AUX 
moja 	 ADJ:POS 
majka 	 NOM:com 
i 	 KON:COOR 
sama 	 ADJ 
bila 	 VER 
bespomoćna 	 ADJ 
i 	 KON:COOR 
dezorijentisana 	 ADJ 
, 	 PUN 
zapao 	 VER 
sam 	 VER:AUX 
u 	 PRP 
neku 	 ADJ:IND 
detinjastu 	 ADJ 
melanholiju 	 NOM:com 
, 	 PUN 
izgubio 	 VER 
sam 	 VER:AUX 
apetit 	 NOM:com 
, 	 PUN 
spalio 	 VER 
u 	 PRP 
nastupu 	 NOM:com 
histerije 	 NOM:com 
svoj 	 ADJ:POS 
album 	 NOM:com 
sa 	 PRP 
leptirima 	 NOM:com 
i 	 KON:COOR 
po 	 PRP 
ceo 	 ADJ 
dan 	 NOM:com 
sam 	 VER:AUX 
ležao 	 VER 
na 	 PRP 
krevetu 	 NOM:com 
, 	 PUN 
pokriven 	 VER 
preko 	 PRP 
glave 	 NOM:com 
. 	 SENT 
 	  
Teški 	 ADJ 
i 	 KON:COOR 
dugotrajni 	 ADJ 
prolivi 	 NOM:com 
bili 	 VER 
su 	 VER:AUX 
me 	 PRO:PER 
potpuno 	 ADV 
iscrpli 	 VER 
i 	 KON:COOR 
dugo 	 ADV 
nije 	 VER:AUX 
bilo 	 VER 
načina 	 NOM:com 
da 	 KON:SUB 
ih 	 PRO:PER 
zaustavimo 	 VER 
, 	 PUN 
mada 	 KON:SUB 
sam 	 VER:AUX 
, 	 PUN 
po 	 PRP 
nalogu 	 NOM:com 
svoje 	 ADJ:POS 
majke 	 NOM:com 
, 	 PUN 
svakog 	 ADJ:IND 
jutra 	 NOM:com 
gutao 	 VER 
po 	 PRP 
kašičicu 	 NOM:com 
- 	 PUN 
dve 	 NUM:CAR 
mlevene 	 ADJ 
kafe 	 NOM:com 
, 	 PUN 
izmešane 	 ADJ 
s 	 PRP 
malo 	 ADV 
kristalnog 	 ADJ 
šećera 	 NOM:com 
. 	 SENT 
 	  
Moja 	 ADJ:POS 
majka 	 NOM:com 
nikako 	 ADV 
nije 	 VER:AUX 
mogla 	 VER 
da 	 KON:SUB 
shvati 	 VER 
uzročnike 	 NOM:com 
moje 	 ADJ:POS 
bolesne 	 ADJ 
obamrlosti 	 NOM:com 
i 	 KON:COOR 
mojih 	 ADJ:POS 
